Id,County,Province_State,Country_Region,Population,Weight,Date,Target,TargetValue
238073,,Idaho,US,1754208,0.069552983,2020/2/28,ConfirmedCases,0
238074,,Idaho,US,1754208,0.695529828,2020/2/28,Fatalities,0
238075,,Idaho,US,1754208,0.069552983,2020/2/29,ConfirmedCases,0
238076,,Idaho,US,1754208,0.695529828,2020/2/29,Fatalities,0
238077,,Idaho,US,1754208,0.069552983,2020/3/1,ConfirmedCases,0
238078,,Idaho,US,1754208,0.695529828,2020/3/1,Fatalities,0
238079,,Idaho,US,1754208,0.069552983,2020/3/2,ConfirmedCases,0
238080,,Idaho,US,1754208,0.695529828,2020/3/2,Fatalities,0
238081,,Idaho,US,1754208,0.069552983,2020/3/3,ConfirmedCases,0
238082,,Idaho,US,1754208,0.695529828,2020/3/3,Fatalities,0
238083,,Idaho,US,1754208,0.069552983,2020/3/4,ConfirmedCases,0
238084,,Idaho,US,1754208,0.695529828,2020/3/4,Fatalities,0
238085,,Idaho,US,1754208,0.069552983,2020/3/5,ConfirmedCases,0
238086,,Idaho,US,1754208,0.695529828,2020/3/5,Fatalities,0
238087,,Idaho,US,1754208,0.069552983,2020/3/6,ConfirmedCases,0
238088,,Idaho,US,1754208,0.695529828,2020/3/6,Fatalities,0
238089,,Idaho,US,1754208,0.069552983,2020/3/7,ConfirmedCases,0
238090,,Idaho,US,1754208,0.695529828,2020/3/7,Fatalities,0
238091,,Idaho,US,1754208,0.069552983,2020/3/8,ConfirmedCases,0
238092,,Idaho,US,1754208,0.695529828,2020/3/8,Fatalities,0
238093,,Idaho,US,1754208,0.069552983,2020/3/9,ConfirmedCases,0
238094,,Idaho,US,1754208,0.695529828,2020/3/9,Fatalities,0
238095,,Idaho,US,1754208,0.069552983,2020/3/10,ConfirmedCases,0
238096,,Idaho,US,1754208,0.695529828,2020/3/10,Fatalities,0
238097,,Idaho,US,1754208,0.069552983,2020/3/11,ConfirmedCases,0
238098,,Idaho,US,1754208,0.695529828,2020/3/11,Fatalities,0
238099,,Idaho,US,1754208,0.069552983,2020/3/12,ConfirmedCases,0
238100,,Idaho,US,1754208,0.695529828,2020/3/12,Fatalities,0
238101,,Idaho,US,1754208,0.069552983,2020/3/13,ConfirmedCases,1
238102,,Idaho,US,1754208,0.695529828,2020/3/13,Fatalities,0
238103,,Idaho,US,1754208,0.069552983,2020/3/14,ConfirmedCases,1
238104,,Idaho,US,1754208,0.695529828,2020/3/14,Fatalities,0
238105,,Idaho,US,1754208,0.069552983,2020/3/15,ConfirmedCases,3
238106,,Idaho,US,1754208,0.695529828,2020/3/15,Fatalities,0
238107,,Idaho,US,1754208,0.069552983,2020/3/16,ConfirmedCases,0
238108,,Idaho,US,1754208,0.695529828,2020/3/16,Fatalities,0
238109,,Idaho,US,1754208,0.069552983,2020/3/17,ConfirmedCases,3
238110,,Idaho,US,1754208,0.695529828,2020/3/17,Fatalities,0
238111,,Idaho,US,1754208,0.069552983,2020/3/18,ConfirmedCases,1
238112,,Idaho,US,1754208,0.695529828,2020/3/18,Fatalities,0
238113,,Idaho,US,1754208,0.069552983,2020/3/19,ConfirmedCases,2
238114,,Idaho,US,1754208,0.695529828,2020/3/19,Fatalities,0
238115,,Idaho,US,1754208,0.069552983,2020/3/20,ConfirmedCases,12
238116,,Idaho,US,1754208,0.695529828,2020/3/20,Fatalities,0
238117,,Idaho,US,1754208,0.069552983,2020/3/21,ConfirmedCases,13
238118,,Idaho,US,1754208,0.695529828,2020/3/21,Fatalities,0
238119,,Idaho,US,1754208,0.069552983,2020/3/22,ConfirmedCases,6
238120,,Idaho,US,1754208,0.695529828,2020/3/22,Fatalities,0
238121,,Idaho,US,1754208,0.069552983,2020/3/23,ConfirmedCases,26
238122,,Idaho,US,1754208,0.695529828,2020/3/23,Fatalities,0
238123,,Idaho,US,1754208,0.069552983,2020/3/24,ConfirmedCases,13
238124,,Idaho,US,1754208,0.695529828,2020/3/24,Fatalities,0
238125,,Idaho,US,1754208,0.069552983,2020/3/25,ConfirmedCases,10
238126,,Idaho,US,1754208,0.695529828,2020/3/25,Fatalities,0
238127,,Idaho,US,1754208,0.069552983,2020/3/26,ConfirmedCases,55
238128,,Idaho,US,1754208,0.695529828,2020/3/26,Fatalities,3
238129,,Idaho,US,1754208,0.069552983,2020/3/27,ConfirmedCases,59
238130,,Idaho,US,1754208,0.695529828,2020/3/27,Fatalities,0
238131,,Idaho,US,1754208,0.069552983,2020/3/28,ConfirmedCases,29
238132,,Idaho,US,1754208,0.695529828,2020/3/28,Fatalities,1
238133,,Idaho,US,1754208,0.069552983,2020/3/29,ConfirmedCases,47
238134,,Idaho,US,1754208,0.695529828,2020/3/29,Fatalities,1
238135,,Idaho,US,1754208,0.069552983,2020/3/30,ConfirmedCases,59
238136,,Idaho,US,1754208,0.695529828,2020/3/30,Fatalities,1
238137,,Idaho,US,1754208,0.069552983,2020/3/31,ConfirmedCases,175
238138,,Idaho,US,1754208,0.695529828,2020/3/31,Fatalities,2
238139,,Idaho,US,1754208,0.069552983,2020/4/1,ConfirmedCases,51
238140,,Idaho,US,1754208,0.695529828,2020/4/1,Fatalities,1
238141,,Idaho,US,1754208,0.069552983,2020/4/2,ConfirmedCases,210
238142,,Idaho,US,1754208,0.695529828,2020/4/2,Fatalities,0
238143,,Idaho,US,1754208,0.069552983,2020/4/3,ConfirmedCases,115
238144,,Idaho,US,1754208,0.695529828,2020/4/3,Fatalities,0
238145,,Idaho,US,1754208,0.069552983,2020/4/4,ConfirmedCases,131
238146,,Idaho,US,1754208,0.695529828,2020/4/4,Fatalities,1
238147,,Idaho,US,1754208,0.069552983,2020/4/5,ConfirmedCases,56
238148,,Idaho,US,1754208,0.695529828,2020/4/5,Fatalities,0
238149,,Idaho,US,1754208,0.069552983,2020/4/6,ConfirmedCases,23
238150,,Idaho,US,1754208,0.695529828,2020/4/6,Fatalities,0
238151,,Idaho,US,1754208,0.069552983,2020/4/7,ConfirmedCases,69
238152,,Idaho,US,1754208,0.695529828,2020/4/7,Fatalities,3
238153,,Idaho,US,1754208,0.069552983,2020/4/8,ConfirmedCases,40
238154,,Idaho,US,1754208,0.695529828,2020/4/8,Fatalities,2
238155,,Idaho,US,1754208,0.069552983,2020/4/9,ConfirmedCases,22
238156,,Idaho,US,1754208,0.695529828,2020/4/9,Fatalities,3
238157,,Idaho,US,1754208,0.069552983,2020/4/10,ConfirmedCases,122
238158,,Idaho,US,1754208,0.695529828,2020/4/10,Fatalities,6
238159,,Idaho,US,1754208,0.069552983,2020/4/11,ConfirmedCases,42
238160,,Idaho,US,1754208,0.695529828,2020/4/11,Fatalities,1
238161,,Idaho,US,1754208,0.069552983,2020/4/12,ConfirmedCases,11
238162,,Idaho,US,1754208,0.695529828,2020/4/12,Fatalities,2
238163,,Idaho,US,1754208,0.069552983,2020/4/13,ConfirmedCases,19
238164,,Idaho,US,1754208,0.695529828,2020/4/13,Fatalities,0
238165,,Idaho,US,1754208,0.069552983,2020/4/14,ConfirmedCases,38
238166,,Idaho,US,1754208,0.695529828,2020/4/14,Fatalities,6
238167,,Idaho,US,1754208,0.069552983,2020/4/15,ConfirmedCases,9
238168,,Idaho,US,1754208,0.695529828,2020/4/15,Fatalities,6
238169,,Idaho,US,1754208,0.069552983,2020/4/16,ConfirmedCases,114
238170,,Idaho,US,1754208,0.695529828,2020/4/16,Fatalities,2
238171,,Idaho,US,1754208,0.069552983,2020/4/17,ConfirmedCases,22
238172,,Idaho,US,1754208,0.695529828,2020/4/17,Fatalities,0
238173,,Idaho,US,1754208,0.069552983,2020/4/18,ConfirmedCases,46
238174,,Idaho,US,1754208,0.695529828,2020/4/18,Fatalities,2
238175,,Idaho,US,1754208,0.069552983,2020/4/19,ConfirmedCases,13
238176,,Idaho,US,1754208,0.695529828,2020/4/19,Fatalities,1
238177,,Idaho,US,1754208,0.069552983,2020/4/20,ConfirmedCases,4
238178,,Idaho,US,1754208,0.695529828,2020/4/20,Fatalities,1
238179,,Idaho,US,1754208,0.069552983,2020/4/21,ConfirmedCases,64
238180,,Idaho,US,1754208,0.695529828,2020/4/21,Fatalities,3
238181,,Idaho,US,1754208,0.069552983,2020/4/22,ConfirmedCases,30
238182,,Idaho,US,1754208,0.695529828,2020/4/22,Fatalities,3
238183,,Idaho,US,1754208,0.069552983,2020/4/23,ConfirmedCases,70
238184,,Idaho,US,1754208,0.695529828,2020/4/23,Fatalities,3
238185,,Idaho,US,1754208,0.069552983,2020/4/24,ConfirmedCases,34
238186,,Idaho,US,1754208,0.695529828,2020/4/24,Fatalities,0
238187,,Idaho,US,1754208,0.069552983,2020/4/25,ConfirmedCases,17
238188,,Idaho,US,1754208,0.695529828,2020/4/25,Fatalities,2
238189,,Idaho,US,1754208,0.069552983,2020/4/26,ConfirmedCases,10
238190,,Idaho,US,1754208,0.695529828,2020/4/26,Fatalities,0
238191,,Idaho,US,1754208,0.069552983,2020/4/27,ConfirmedCases,0
238192,,Idaho,US,1754208,0.695529828,2020/4/27,Fatalities,0
238193,,Idaho,US,1754208,0.069552983,2020/4/28,ConfirmedCases,55
238194,,Idaho,US,1754208,0.695529828,2020/4/28,Fatalities,4
238195,,Idaho,US,1754208,0.069552983,2020/4/29,ConfirmedCases,0
238196,,Idaho,US,1754208,0.695529828,2020/4/29,Fatalities,0
238197,,Idaho,US,1754208,0.069552983,2020/4/30,ConfirmedCases,32
238198,,Idaho,US,1754208,0.695529828,2020/4/30,Fatalities,0
238199,,Idaho,US,1754208,0.069552983,2020/5/1,ConfirmedCases,31
238200,,Idaho,US,1754208,0.695529828,2020/5/1,Fatalities,3
238201,,Idaho,US,1754208,0.069552983,2020/5/2,ConfirmedCases,46
238202,,Idaho,US,1754208,0.695529828,2020/5/2,Fatalities,1
238203,,Idaho,US,1754208,0.069552983,2020/5/3,ConfirmedCases,0
238204,,Idaho,US,1754208,0.695529828,2020/5/3,Fatalities,0
238205,,Idaho,US,1754208,0.069552983,2020/5/4,ConfirmedCases,45
238206,,Idaho,US,1754208,0.695529828,2020/5/4,Fatalities,0
238207,,Idaho,US,1754208,0.069552983,2020/5/5,ConfirmedCases,21
238208,,Idaho,US,1754208,0.695529828,2020/5/5,Fatalities,1
238209,,Idaho,US,1754208,0.069552983,2020/5/6,ConfirmedCases,31
238210,,Idaho,US,1754208,0.695529828,2020/5/6,Fatalities,1
238211,,Idaho,US,1754208,0.069552983,2020/5/7,ConfirmedCases,20
238212,,Idaho,US,1754208,0.695529828,2020/5/7,Fatalities,1
238213,,Idaho,US,1754208,0.069552983,2020/5/8,ConfirmedCases,0
238214,,Idaho,US,1754208,0.695529828,2020/5/8,Fatalities,0
238215,,Idaho,US,1754208,0.069552983,2020/5/9,ConfirmedCases,27
238216,,Idaho,US,1754208,0.695529828,2020/5/9,Fatalities,0
238217,,Idaho,US,1754208,0.069552983,2020/5/10,ConfirmedCases,25
238218,,Idaho,US,1754208,0.695529828,2020/5/10,Fatalities,0
238219,,Idaho,US,1754208,0.069552983,2020/5/11,ConfirmedCases,30
238220,,Idaho,US,1754208,0.695529828,2020/5/11,Fatalities,3
238221,,Idaho,US,1754208,0.069552983,2020/5/12,ConfirmedCases,33
238222,,Idaho,US,1754208,0.695529828,2020/5/12,Fatalities,-1
238223,,Idaho,US,1754208,0.069552983,2020/5/13,ConfirmedCases,0
238224,,Idaho,US,1754208,0.695529828,2020/5/13,Fatalities,0
238225,,Idaho,US,1754208,0.069552983,2020/5/14,ConfirmedCases,58
238226,,Idaho,US,1754208,0.695529828,2020/5/14,Fatalities,3
238227,,Idaho,US,1754208,0.069552983,2020/5/15,ConfirmedCases,0
238228,,Idaho,US,1754208,0.695529828,2020/5/15,Fatalities,0
238229,,Idaho,US,1754208,0.069552983,2020/5/16,ConfirmedCases,68
238230,,Idaho,US,1754208,0.695529828,2020/5/16,Fatalities,1
238231,,Idaho,US,1754208,0.069552983,2020/5/17,ConfirmedCases,0
238232,,Idaho,US,1754208,0.695529828,2020/5/17,Fatalities,0
238233,,Idaho,US,1754208,0.069552983,2020/5/18,ConfirmedCases,36
238234,,Idaho,US,1754208,0.695529828,2020/5/18,Fatalities,1
238235,,Idaho,US,1754208,0.069552983,2020/5/19,ConfirmedCases,0
238236,,Idaho,US,1754208,0.695529828,2020/5/19,Fatalities,0
238237,,Idaho,US,1754208,0.069552983,2020/5/20,ConfirmedCases,51
238238,,Idaho,US,1754208,0.695529828,2020/5/20,Fatalities,3
238239,,Idaho,US,1754208,0.069552983,2020/5/21,ConfirmedCases,0
238240,,Idaho,US,1754208,0.695529828,2020/5/21,Fatalities,0
238241,,Idaho,US,1754208,0.069552983,2020/5/22,ConfirmedCases,89
238242,,Idaho,US,1754208,0.695529828,2020/5/22,Fatalities,2
238243,,Idaho,US,1754208,0.069552983,2020/5/23,ConfirmedCases,0
238244,,Idaho,US,1754208,0.695529828,2020/5/23,Fatalities,0
238245,,Idaho,US,1754208,0.069552983,2020/5/24,ConfirmedCases,31
238246,,Idaho,US,1754208,0.695529828,2020/5/24,Fatalities,0
238247,,Idaho,US,1754208,0.069552983,2020/5/25,ConfirmedCases,0
238248,,Idaho,US,1754208,0.695529828,2020/5/25,Fatalities,0
238249,,Idaho,US,1754208,0.069552983,2020/5/26,ConfirmedCases,0
238250,,Idaho,US,1754208,0.695529828,2020/5/26,Fatalities,0
238251,,Idaho,US,1754208,0.069552983,2020/5/27,ConfirmedCases,73
238252,,Idaho,US,1754208,0.695529828,2020/5/27,Fatalities,2
238253,,Idaho,US,1754208,0.069552983,2020/5/28,ConfirmedCases,71
238254,,Idaho,US,1754208,0.695529828,2020/5/28,Fatalities,1
238255,,Idaho,US,1754208,0.069552983,2020/5/29,ConfirmedCases,0
238256,,Idaho,US,1754208,0.695529828,2020/5/29,Fatalities,0
238257,,Idaho,US,1754208,0.069552983,2020/5/30,ConfirmedCases,33
238258,,Idaho,US,1754208,0.695529828,2020/5/30,Fatalities,0
238259,,Idaho,US,1754208,0.069552983,2020/5/31,ConfirmedCases,36
238260,,Idaho,US,1754208,0.695529828,2020/5/31,Fatalities,0
238261,,Idaho,US,1754208,0.069552983,2020/6/1,ConfirmedCases,0
238262,,Idaho,US,1754208,0.695529828,2020/6/1,Fatalities,0
238263,,Idaho,US,1754208,0.069552983,2020/6/2,ConfirmedCases,94
238264,,Idaho,US,1754208,0.695529828,2020/6/2,Fatalities,1
238265,,Idaho,US,1754208,0.069552983,2020/6/3,ConfirmedCases,0
238266,,Idaho,US,1754208,0.695529828,2020/6/3,Fatalities,0
238267,,Idaho,US,1754208,0.069552983,2020/6/4,ConfirmedCases,57
238268,,Idaho,US,1754208,0.695529828,2020/6/4,Fatalities,0
238269,,Idaho,US,1754208,0.069552983,2020/6/5,ConfirmedCases,121
238270,,Idaho,US,1754208,0.695529828,2020/6/5,Fatalities,0
238271,,Idaho,US,1754208,0.069552983,2020/6/6,ConfirmedCases,28
238272,,Idaho,US,1754208,0.695529828,2020/6/6,Fatalities,0
238273,,Idaho,US,1754208,0.069552983,2020/6/7,ConfirmedCases,0
238274,,Idaho,US,1754208,0.695529828,2020/6/7,Fatalities,0
238275,,Idaho,US,1754208,0.069552983,2020/6/8,ConfirmedCases,50
238276,,Idaho,US,1754208,0.695529828,2020/6/8,Fatalities,0
238277,,Idaho,US,1754208,0.069552983,2020/6/9,ConfirmedCases,32
238278,,Idaho,US,1754208,0.695529828,2020/6/9,Fatalities,2
238279,,Idaho,US,1754208,0.069552983,2020/6/10,ConfirmedCases,39
238280,,Idaho,US,1754208,0.695529828,2020/6/10,Fatalities,0
266841,,Illinois,US,12741080,0.061123416,2020/1/23,ConfirmedCases,0
266842,,Illinois,US,12741080,0.611234164,2020/1/23,Fatalities,0
266843,,Illinois,US,12741080,0.061123416,2020/1/24,ConfirmedCases,0
266844,,Illinois,US,12741080,0.611234164,2020/1/24,Fatalities,0
266845,,Illinois,US,12741080,0.061123416,2020/1/25,ConfirmedCases,0
266846,,Illinois,US,12741080,0.611234164,2020/1/25,Fatalities,0
266847,,Illinois,US,12741080,0.061123416,2020/1/26,ConfirmedCases,0
266848,,Illinois,US,12741080,0.611234164,2020/1/26,Fatalities,0
266849,,Illinois,US,12741080,0.061123416,2020/1/27,ConfirmedCases,0
266850,,Illinois,US,12741080,0.611234164,2020/1/27,Fatalities,0
266851,,Illinois,US,12741080,0.061123416,2020/1/28,ConfirmedCases,0
266852,,Illinois,US,12741080,0.611234164,2020/1/28,Fatalities,0
266853,,Illinois,US,12741080,0.061123416,2020/1/29,ConfirmedCases,0
266854,,Illinois,US,12741080,0.611234164,2020/1/29,Fatalities,0
266855,,Illinois,US,12741080,0.061123416,2020/1/30,ConfirmedCases,0
266856,,Illinois,US,12741080,0.611234164,2020/1/30,Fatalities,0
266857,,Illinois,US,12741080,0.061123416,2020/1/31,ConfirmedCases,0
266858,,Illinois,US,12741080,0.611234164,2020/1/31,Fatalities,0
266859,,Illinois,US,12741080,0.061123416,2020/2/1,ConfirmedCases,0
266860,,Illinois,US,12741080,0.611234164,2020/2/1,Fatalities,0
266861,,Illinois,US,12741080,0.061123416,2020/2/2,ConfirmedCases,0
266862,,Illinois,US,12741080,0.611234164,2020/2/2,Fatalities,0
266863,,Illinois,US,12741080,0.061123416,2020/2/3,ConfirmedCases,0
266864,,Illinois,US,12741080,0.611234164,2020/2/3,Fatalities,0
266865,,Illinois,US,12741080,0.061123416,2020/2/4,ConfirmedCases,0
266866,,Illinois,US,12741080,0.611234164,2020/2/4,Fatalities,0
266867,,Illinois,US,12741080,0.061123416,2020/2/5,ConfirmedCases,0
266868,,Illinois,US,12741080,0.611234164,2020/2/5,Fatalities,0
266869,,Illinois,US,12741080,0.061123416,2020/2/6,ConfirmedCases,0
266870,,Illinois,US,12741080,0.611234164,2020/2/6,Fatalities,0
266871,,Illinois,US,12741080,0.061123416,2020/2/7,ConfirmedCases,0
266872,,Illinois,US,12741080,0.611234164,2020/2/7,Fatalities,0
266873,,Illinois,US,12741080,0.061123416,2020/2/8,ConfirmedCases,0
266874,,Illinois,US,12741080,0.611234164,2020/2/8,Fatalities,0
266875,,Illinois,US,12741080,0.061123416,2020/2/9,ConfirmedCases,0
266876,,Illinois,US,12741080,0.611234164,2020/2/9,Fatalities,0
266877,,Illinois,US,12741080,0.061123416,2020/2/10,ConfirmedCases,0
266878,,Illinois,US,12741080,0.611234164,2020/2/10,Fatalities,0
266879,,Illinois,US,12741080,0.061123416,2020/2/11,ConfirmedCases,0
266880,,Illinois,US,12741080,0.611234164,2020/2/11,Fatalities,0
266881,,Illinois,US,12741080,0.061123416,2020/2/12,ConfirmedCases,0
266882,,Illinois,US,12741080,0.611234164,2020/2/12,Fatalities,0
266883,,Illinois,US,12741080,0.061123416,2020/2/13,ConfirmedCases,0
266884,,Illinois,US,12741080,0.611234164,2020/2/13,Fatalities,0
266885,,Illinois,US,12741080,0.061123416,2020/2/14,ConfirmedCases,0
266886,,Illinois,US,12741080,0.611234164,2020/2/14,Fatalities,0
266887,,Illinois,US,12741080,0.061123416,2020/2/15,ConfirmedCases,0
266888,,Illinois,US,12741080,0.611234164,2020/2/15,Fatalities,0
266889,,Illinois,US,12741080,0.061123416,2020/2/16,ConfirmedCases,0
266890,,Illinois,US,12741080,0.611234164,2020/2/16,Fatalities,0
266891,,Illinois,US,12741080,0.061123416,2020/2/17,ConfirmedCases,0
266892,,Illinois,US,12741080,0.611234164,2020/2/17,Fatalities,0
266893,,Illinois,US,12741080,0.061123416,2020/2/18,ConfirmedCases,0
266894,,Illinois,US,12741080,0.611234164,2020/2/18,Fatalities,0
266895,,Illinois,US,12741080,0.061123416,2020/2/19,ConfirmedCases,0
266896,,Illinois,US,12741080,0.611234164,2020/2/19,Fatalities,0
266897,,Illinois,US,12741080,0.061123416,2020/2/20,ConfirmedCases,0
266898,,Illinois,US,12741080,0.611234164,2020/2/20,Fatalities,0
266899,,Illinois,US,12741080,0.061123416,2020/2/21,ConfirmedCases,0
266900,,Illinois,US,12741080,0.611234164,2020/2/21,Fatalities,0
266901,,Illinois,US,12741080,0.061123416,2020/2/22,ConfirmedCases,0
266902,,Illinois,US,12741080,0.611234164,2020/2/22,Fatalities,0
266903,,Illinois,US,12741080,0.061123416,2020/2/23,ConfirmedCases,0
266904,,Illinois,US,12741080,0.611234164,2020/2/23,Fatalities,0
266905,,Illinois,US,12741080,0.061123416,2020/2/24,ConfirmedCases,0
266906,,Illinois,US,12741080,0.611234164,2020/2/24,Fatalities,0
266907,,Illinois,US,12741080,0.061123416,2020/2/25,ConfirmedCases,0
266908,,Illinois,US,12741080,0.611234164,2020/2/25,Fatalities,0
266909,,Illinois,US,12741080,0.061123416,2020/2/26,ConfirmedCases,0
266910,,Illinois,US,12741080,0.611234164,2020/2/26,Fatalities,0
266911,,Illinois,US,12741080,0.061123416,2020/2/27,ConfirmedCases,0
266912,,Illinois,US,12741080,0.611234164,2020/2/27,Fatalities,0
266913,,Illinois,US,12741080,0.061123416,2020/2/28,ConfirmedCases,0
266914,,Illinois,US,12741080,0.611234164,2020/2/28,Fatalities,0
266915,,Illinois,US,12741080,0.061123416,2020/2/29,ConfirmedCases,0
266916,,Illinois,US,12741080,0.611234164,2020/2/29,Fatalities,0
266917,,Illinois,US,12741080,0.061123416,2020/3/1,ConfirmedCases,0
266918,,Illinois,US,12741080,0.611234164,2020/3/1,Fatalities,0
266919,,Illinois,US,12741080,0.061123416,2020/3/2,ConfirmedCases,0
266920,,Illinois,US,12741080,0.611234164,2020/3/2,Fatalities,0
266921,,Illinois,US,12741080,0.061123416,2020/3/3,ConfirmedCases,0
266922,,Illinois,US,12741080,0.611234164,2020/3/3,Fatalities,0
266923,,Illinois,US,12741080,0.061123416,2020/3/4,ConfirmedCases,0
266924,,Illinois,US,12741080,0.611234164,2020/3/4,Fatalities,0
266925,,Illinois,US,12741080,0.061123416,2020/3/5,ConfirmedCases,0
266926,,Illinois,US,12741080,0.611234164,2020/3/5,Fatalities,0
266927,,Illinois,US,12741080,0.061123416,2020/3/6,ConfirmedCases,0
266928,,Illinois,US,12741080,0.611234164,2020/3/6,Fatalities,0
266929,,Illinois,US,12741080,0.061123416,2020/3/7,ConfirmedCases,0
266930,,Illinois,US,12741080,0.611234164,2020/3/7,Fatalities,0
266931,,Illinois,US,12741080,0.061123416,2020/3/8,ConfirmedCases,0
266932,,Illinois,US,12741080,0.611234164,2020/3/8,Fatalities,0
266933,,Illinois,US,12741080,0.061123416,2020/3/9,ConfirmedCases,0
266934,,Illinois,US,12741080,0.611234164,2020/3/9,Fatalities,0
266935,,Illinois,US,12741080,0.061123416,2020/3/10,ConfirmedCases,12
266936,,Illinois,US,12741080,0.611234164,2020/3/10,Fatalities,0
266937,,Illinois,US,12741080,0.061123416,2020/3/11,ConfirmedCases,13
266938,,Illinois,US,12741080,0.611234164,2020/3/11,Fatalities,0
266939,,Illinois,US,12741080,0.061123416,2020/3/12,ConfirmedCases,7
266940,,Illinois,US,12741080,0.611234164,2020/3/12,Fatalities,0
266941,,Illinois,US,12741080,0.061123416,2020/3/13,ConfirmedCases,14
266942,,Illinois,US,12741080,0.611234164,2020/3/13,Fatalities,0
266943,,Illinois,US,12741080,0.061123416,2020/3/14,ConfirmedCases,18
266944,,Illinois,US,12741080,0.611234164,2020/3/14,Fatalities,0
266945,,Illinois,US,12741080,0.061123416,2020/3/15,ConfirmedCases,29
266946,,Illinois,US,12741080,0.611234164,2020/3/15,Fatalities,0
266947,,Illinois,US,12741080,0.061123416,2020/3/16,ConfirmedCases,12
266948,,Illinois,US,12741080,0.611234164,2020/3/16,Fatalities,0
266949,,Illinois,US,12741080,0.061123416,2020/3/17,ConfirmedCases,56
266950,,Illinois,US,12741080,0.611234164,2020/3/17,Fatalities,1
266951,,Illinois,US,12741080,0.061123416,2020/3/18,ConfirmedCases,1
266952,,Illinois,US,12741080,0.611234164,2020/3/18,Fatalities,0
266953,,Illinois,US,12741080,0.061123416,2020/3/19,ConfirmedCases,260
266954,,Illinois,US,12741080,0.611234164,2020/3/19,Fatalities,3
266955,,Illinois,US,12741080,0.061123416,2020/3/20,ConfirmedCases,163
266956,,Illinois,US,12741080,0.611234164,2020/3/20,Fatalities,1
266957,,Illinois,US,12741080,0.061123416,2020/3/21,ConfirmedCases,168
266958,,Illinois,US,12741080,0.611234164,2020/3/21,Fatalities,1
266959,,Illinois,US,12741080,0.061123416,2020/3/22,ConfirmedCases,296
266960,,Illinois,US,12741080,0.611234164,2020/3/22,Fatalities,3
266961,,Illinois,US,12741080,0.061123416,2020/3/23,ConfirmedCases,236
266962,,Illinois,US,12741080,0.611234164,2020/3/23,Fatalities,3
266963,,Illinois,US,12741080,0.061123416,2020/3/24,ConfirmedCases,252
266964,,Illinois,US,12741080,0.611234164,2020/3/24,Fatalities,4
266965,,Illinois,US,12741080,0.061123416,2020/3/25,ConfirmedCases,328
266966,,Illinois,US,12741080,0.611234164,2020/3/25,Fatalities,3
266967,,Illinois,US,12741080,0.061123416,2020/3/26,ConfirmedCases,673
266968,,Illinois,US,12741080,0.611234164,2020/3/26,Fatalities,7
266969,,Illinois,US,12741080,0.061123416,2020/3/27,ConfirmedCases,486
266970,,Illinois,US,12741080,0.611234164,2020/3/27,Fatalities,8
266971,,Illinois,US,12741080,0.061123416,2020/3/28,ConfirmedCases,467
266972,,Illinois,US,12741080,0.611234164,2020/3/28,Fatalities,13
266973,,Illinois,US,12741080,0.061123416,2020/3/29,ConfirmedCases,1105
266974,,Illinois,US,12741080,0.611234164,2020/3/29,Fatalities,19
266975,,Illinois,US,12741080,0.061123416,2020/3/30,ConfirmedCases,460
266976,,Illinois,US,12741080,0.611234164,2020/3/30,Fatalities,7
266977,,Illinois,US,12741080,0.061123416,2020/3/31,ConfirmedCases,938
266978,,Illinois,US,12741080,0.611234164,2020/3/31,Fatalities,26
266979,,Illinois,US,12741080,0.061123416,2020/4/1,ConfirmedCases,986
266980,,Illinois,US,12741080,0.611234164,2020/4/1,Fatalities,42
266981,,Illinois,US,12741080,0.061123416,2020/4/2,ConfirmedCases,715
266982,,Illinois,US,12741080,0.611234164,2020/4/2,Fatalities,22
266983,,Illinois,US,12741080,0.061123416,2020/4/3,ConfirmedCases,1209
266984,,Illinois,US,12741080,0.611234164,2020/4/3,Fatalities,47
266985,,Illinois,US,12741080,0.061123416,2020/4/4,ConfirmedCases,1453
266986,,Illinois,US,12741080,0.611234164,2020/4/4,Fatalities,34
266987,,Illinois,US,12741080,0.061123416,2020/4/5,ConfirmedCases,902
266988,,Illinois,US,12741080,0.611234164,2020/4/5,Fatalities,30
266989,,Illinois,US,12741080,0.061123416,2020/4/6,ConfirmedCases,1003
266990,,Illinois,US,12741080,0.611234164,2020/4/6,Fatalities,33
266991,,Illinois,US,12741080,0.061123416,2020/4/7,ConfirmedCases,9
266992,,Illinois,US,12741080,0.611234164,2020/4/7,Fatalities,1
266993,,Illinois,US,12741080,0.061123416,2020/4/8,ConfirmedCases,2807
266994,,Illinois,US,12741080,0.611234164,2020/4/8,Fatalities,154
266995,,Illinois,US,12741080,0.061123416,2020/4/9,ConfirmedCases,1
266996,,Illinois,US,12741080,0.611234164,2020/4/9,Fatalities,0
266997,,Illinois,US,12741080,0.061123416,2020/4/10,ConfirmedCases,2808
266998,,Illinois,US,12741080,0.611234164,2020/4/10,Fatalities,135
266999,,Illinois,US,12741080,0.061123416,2020/4/11,ConfirmedCases,1293
267000,,Illinois,US,12741080,0.611234164,2020/4/11,Fatalities,80
267001,,Illinois,US,12741080,0.061123416,2020/4/12,ConfirmedCases,1672
267002,,Illinois,US,12741080,0.611234164,2020/4/12,Fatalities,43
267003,,Illinois,US,12741080,0.061123416,2020/4/13,ConfirmedCases,1173
267004,,Illinois,US,12741080,0.611234164,2020/4/13,Fatalities,78
